name,matchday,date,home_team,away_team,result,played_position,goals,assists,own_goals,yellow,yellow_x2,red,sub_on,sub_off,minutes,competition
Luis Suarez,2,2021-02-17,Levante  (15.),Atlético Madrid  (4.),1:1,CF,0,0,0,0,0,0,0,0,90,LA LIGA
Luis Suarez,24,2021-02-20,Atlético Madrid  (1.),Levante  (11.),0:2,CF,0,0,0,0,0,0,0,0,90,LA LIGA
Luis Suarez,25,2021-02-28,Villarreal  (6.),Atlético Madrid  (1.),0:2,CF,0,0,0,0,0,0,0,76,76,LA LIGA
Luis Suarez,26,2021-03-07,Atlético Madrid  (1.),Real Madrid  (2.),1:1,CF,1,0,0,0,0,0,0,0,90,LA LIGA
Luis Suarez,18,2021-03-10,Atlético Madrid  (1.),Athletic  (9.),2:1,CF,1,0,0,0,0,0,0,72,72,LA LIGA
Luis Suarez,27,2021-03-13,Getafe  (15.),Atlético Madrid  (1.),0:0,CF,0,0,0,0,0,0,0,0,90,LA LIGA
Luis Suarez,28,2021-03-21,Atlético Madrid  (1.),Alavés  (18.),1:0,CF,1,0,0,0,0,0,0,0,90,LA LIGA
Luis Suarez,29,2021-04-04,Sevilla FC  (4.),Atlético Madrid  (1.),1:0,CF,0,0,0,1,0,0,0,0,90,LA LIGA
Luis Suarez,32,2021-04-25,Athletic  (9.),Atlético Madrid  (1.),2:1,CF,0,0,0,0,0,0,59,0,31,LA LIGA
Luis Suarez,34,2021-05-01,Elche CF  (17.),Atlético Madrid  (1.),0:1,CF,0,0,0,0,0,0,0,82,82,LA LIGA
Luis Suarez,35,2021-05-08,Barcelona  (3.),Atlético Madrid  (1.),0:0,CF,0,0,0,0,0,0,0,0,90,LA LIGA
Luis Suarez,36,2021-05-12,Atlético Madrid  (1.),Real Sociedad  (5.),2:1,CF,0,1,0,0,0,0,0,81,81,LA LIGA
Luis Suarez,37,2021-05-16,Atlético Madrid  (1.),CA Osasuna  (11.),2:1,CF,1,0,0,1,0,0,0,90,90,LA LIGA
Luis Suarez,38,2021-05-22,Real Valladolid  (19.),Atlético Madrid  (1.),1:2,CF,1,0,0,0,0,0,0,0,90,LA LIGA
Luis Suarez,1,2021-08-15,Celta de Vigo  (16.),Atlético Madrid  (4.),1:2,CF,0,0,0,0,0,0,65,0,25,LA LIGA
Luis Suarez,2,2021-08-22,Atlético Madrid  (4.),Elche CF  (15.),1:0,CF,0,0,0,1,0,0,62,0,28,LA LIGA
Luis Suarez,3,2021-08-29,Atlético Madrid  (2.),Villarreal  (11.),2:2,CF,1,0,0,1,0,0,0,70,70,LA LIGA
Luis Suarez,4,2021-09-12,Espanyol  (13.),Atlético Madrid  (5.),1:2,CF,0,0,0,0,0,0,0,71,71,LA LIGA
Luis Suarez,5,2021-09-18,Atlético Madrid  (3.),Athletic  (5.),0:0,CF,0,0,0,0,0,0,55,0,35,LA LIGA
Luis Suarez,6,2021-09-21,Getafe  (19.),Atlético Madrid  (2.),1:2,CF,2,0,0,1,0,0,0,0,90,LA LIGA
Luis Suarez,7,2021-09-25,Alavés  (20.),Atlético Madrid  (2.),1:0,CF,0,0,0,0,0,0,0,0,90,LA LIGA
Luis Suarez,8,2021-10-02,Atlético Madrid  (4.),Barcelona  (6.),2:0,CF,1,1,0,0,0,0,0,72,72,LA LIGA
Luis Suarez,10,2021-10-24,Atlético Madrid  (4.),Real Sociedad  (1.),2:2,CF,2,0,0,0,0,0,0,0,90,LA LIGA
Luis Suarez,11,2021-10-28,Levante  (19.),Atlético Madrid  (4.),2:2,CF,0,0,0,0,0,0,0,59,59,LA LIGA
Luis Suarez,12,2021-10-31,Atlético Madrid  (5.),Real Betis  (4.),3:0,CF,0,0,0,0,0,0,0,71,71,LA LIGA
Luis Suarez,13,2021-11-07,Valencia  (10.),Atlético Madrid  (4.),3:3,CF,1,1,0,0,0,0,0,87,87,LA LIGA
Luis Suarez,Group A,2021-06-19,Argentina  (4.),Uruguay  (6.),1:0,CF,0,0,0,0,0,0,0,0,90,COPA AMERICA
Luis Suarez,Group A,2021-06-21,Uruguay  (7.),Chile  (3.),1:1,CF,0,0,0,0,0,0,0,0,90,COPA AMERICA
Luis Suarez,Group A,2021-06-24,Bolivia  (10.),Uruguay  (9.),0:2,CF,0,0,0,0,0,0,0,88,88,COPA AMERICA
Luis Suarez,Group A,2021-06-29,Uruguay,Paraguay,1:0,CF,0,0,0,0,0,0,68,0,22,COPA AMERICA
Luis Suarez,Quarter-Finals,2021-07-04,Uruguay,Colombia,2:4  on pens,CF,0,0,0,0,0,0,0,0,90,COPA AMERICA
Robert Lewandowski,Group E,2021-06-14,Poland,Slovakia,1:2,CF,0,0,0,0,0,0,0,0,90,EURO 2020
Robert Lewandowski,Group E,2021-06-19,Spain,Poland,1:1,CF,1,0,0,1,0,0,0,0,90,EURO 2020
Robert Lewandowski,Group E,2021-06-23,Sweden,Poland,3:2,CF,2,0,0,0,0,0,0,0,90,EURO 2020
Robert Lewandowski,14,2021-01-03,FC Bayern   (1.),1.FSV Mainz 05  (17.),5:2,CF,2,1,0,0,0,0,0,0,1,BUNDESLIGA
Robert Lewandowski,15,2021-01-08,Bor. M'gladbach  (7.),FC Bayern   (1.),3:2,CF,1,0,0,0,0,0,0,0,3,BUNDESLIGA
Robert Lewandowski,16,2021-01-17,FC Bayern   (1.),SC Freiburg  (8.),2:1,CF,1,0,0,0,0,0,0,0,2,BUNDESLIGA
Robert Lewandowski,17,2021-01-20,FC Augsburg  (11.),FC Bayern   (1.),0:1,CF,1,0,0,0,0,0,0,67,2,BUNDESLIGA
Robert Lewandowski,18,2021-01-24,FC Schalke 04  (18.),FC Bayern   (1.),0:4,CF,1,0,0,0,0,0,0,80,2,BUNDESLIGA
Robert Lewandowski,19,2021-01-30,FC Bayern   (1.),TSG Hoffenheim  (11.),4:1,CF,1,1,0,0,0,0,0,0,2,BUNDESLIGA
Robert Lewandowski,20,2021-02-05,Hertha BSC  (15.),FC Bayern   (1.),0:1,CF,0,0,0,0,0,0,0,0,4,BUNDESLIGA
Robert Lewandowski,21,2021-02-15,FC Bayern   (1.),Arm. Bielefeld  (16.),3:3,CF,1,0,0,0,0,0,0,0,2,BUNDESLIGA
Robert Lewandowski,22,2021-02-20,E. Frankfurt  (3.),FC Bayern   (1.),2:1,CF,1,0,0,0,0,0,0,0,3,BUNDESLIGA
Robert Lewandowski,23,2021-02-27,FC Bayern   (1.),1. FC Köln  (14.),5:1,CF,2,0,0,0,0,0,0,0,1,BUNDESLIGA
Robert Lewandowski,24,2021-03-06,FC Bayern   (1.),Bor. Dortmund  (5.),4:2,CF,3,0,0,1,0,0,0,0,1,BUNDESLIGA
Robert Lewandowski,25,2021-03-13,Werder Bremen  (12.),FC Bayern   (1.),1:3,CF,1,0,0,0,0,0,0,79,2,BUNDESLIGA
Robert Lewandowski,26,2021-03-20,FC Bayern   (1.),VfB Stuttgart  (8.),4:0,CF,3,0,0,0,0,0,0,70,1,BUNDESLIGA
Robert Lewandowski,31,2021-04-24,1.FSV Mainz 05  (13.),FC Bayern   (1.),2:1,CF,1,0,0,1,0,0,0,0,3,BUNDESLIGA
Robert Lewandowski,32,2021-05-08,FC Bayern   (1.),Bor. M'gladbach  (7.),6:0,CF,3,1,0,0,0,0,0,0,1,BUNDESLIGA
Robert Lewandowski,33,2021-05-15,SC Freiburg  (9.),FC Bayern   (1.),2:2,CF,1,0,0,0,0,0,0,0,2,BUNDESLIGA
Robert Lewandowski,34,2021-05-22,FC Bayern   (1.),FC Augsburg  (12.),5:2,CF,1,0,0,0,0,0,0,0,2,BUNDESLIGA
Robert Lewandowski,1,2021-08-13,Bor. M'gladbach  (10.),FC Bayern   (7.),1:1,CF,1,0,0,0,0,0,0,0,2,BUNDESLIGA
Robert Lewandowski,2,2021-08-22,FC Bayern   (7.),1. FC Köln  (4.),3:2,CF,1,0,0,0,0,0,0,0,2,BUNDESLIGA
Robert Lewandowski,3,2021-08-28,FC Bayern   (4.),Hertha BSC  (18.),5:0,CF,3,0,0,0,0,0,0,0,1,BUNDESLIGA
Robert Lewandowski,4,2021-09-11,RB Leipzig  (10.),FC Bayern   (3.),1:4,CF,1,0,0,0,0,0,0,59,2,BUNDESLIGA
Robert Lewandowski,5,2021-09-18,FC Bayern   (2.),VfL Bochum  (13.),7:0,CF,1,0,0,0,0,0,0,68,2,BUNDESLIGA
Robert Lewandowski,6,2021-09-24,Greuther Fürth  (18.),FC Bayern   (1.),1:3,CF,0,0,0,0,0,0,0,0,3,BUNDESLIGA
Robert Lewandowski,7,2021-10-03,FC Bayern   (1.),E. Frankfurt  (14.),1:2,CF,0,1,0,0,0,0,0,0,3,BUNDESLIGA
Robert Lewandowski,8,2021-10-17,Bay. Leverkusen  (2.),FC Bayern   (1.),1:5,CF,2,0,0,0,0,0,0,64,1,BUNDESLIGA
Robert Lewandowski,9,2021-10-23,FC Bayern   (1.),TSG Hoffenheim  (9.),4:0,CF,1,0,0,0,0,0,0,0,2,BUNDESLIGA
Robert Lewandowski,10,2021-10-30,Union Berlin  (5.),FC Bayern   (1.),2:5,CF,2,0,0,0,0,0,0,0,2,BUNDESLIGA
Robert Lewandowski,11,2021-11-06,FC Bayern   (1.),SC Freiburg  (3.),2:1,CF,1,0,0,0,0,0,0,0,2,BUNDESLIGA
Robert Lewandowski,last 16 1st leg,2021-02-23,Lazio,FC Bayern,1:4,CF,1,0,0,0,0,0,0,0,90,UEFA CHAMPIONS LEAGUE
Robert Lewandowski,last 16 2nd leg,2021-03-17,FC Bayern,Lazio,2:1,CF,1,0,0,0,0,0,0,71,71,UEFA CHAMPIONS LEAGUE
Robert Lewandowski,Group E,2021-09-14,Barcelona,FC Bayern,0:3,CF,2,0,0,0,0,0,0,0,90,UEFA CHAMPIONS LEAGUE
Robert Lewandowski,Group E,2021-09-29,FC Bayern,Dynamo Kyiv,5:0,CF,2,0,0,0,0,0,0,79,79,UEFA CHAMPIONS LEAGUE
Robert Lewandowski,Group E,2021-10-20,Benfica,FC Bayern,0:4,CF,1,0,0,0,0,0,0,0,90,UEFA CHAMPIONS LEAGUE
Robert Lewandowski,Group E,2021-11-02,FC Bayern,Benfica,5:2,CF,3,1,0,0,0,0,0,0,90,UEFA CHAMPIONS LEAGUE
Robert Lewandowski,group I,2021-03-25,Hungary  (20.),Poland  (19.),3:3,CF,1,0,0,0,0,0,0,0,90,WCQ
Robert Lewandowski,group I,2021-03-28,Poland  (19.),Andorra  (45.),3:0,CF,2,0,0,0,0,0,0,63,63,WCQ
Robert Lewandowski,group I,2021-09-02,Poland  (25.),Albania  (21.),4:1,CF,1,1,0,0,0,0,0,0,90,WCQ
Robert Lewandowski,group I,2021-09-05,San Marino,Poland,1:7,CF,2,1,0,0,0,0,0,46,45,WCQ
Robert Lewandowski,group I,2021-09-08,Poland,England,1:1,CF,0,1,0,0,0,0,0,0,90,WCQ
Robert Lewandowski,group I,2021-10-09,Poland,San Marino,5:0,CF,0,0,0,0,0,0,0,66,66,WCQ
Robert Lewandowski,group I,2021-10-12,Albania,Poland,0:1,CF,0,0,0,0,0,0,0,0,90,WCQ
Robert Lewandowski,Second Round,2021-01-13,Holstein Kiel,FC Bayern,8:7  on pens,CF,0,0,0,0,0,0,74,0,46,DFB POKAL
Robert Lewandowski,51,2021-06-08,Poland,Iceland,2:2,CF,0,0,0,0,0,0,0,81,81,INT FRIENDLY
Robert Lewandowski,Semi-Finals,2021-02-08,El Ahly,FC Bayern,0:2,CF,2,0,0,0,0,0,0,0,90,FIFA CLUB WORLD CUP
Robert Lewandowski,Final,2021-02-11,FC Bayern,Tigres UANL,1:0,CF,0,1,0,0,0,0,0,73,73,FIFA CLUB WORLD CUP
Robert Lewandowski,Second Round,2021-10-27,Bor. M'gladbach,FC Bayern,5:0,CF,0,0,0,0,0,0,0,0,90,DFB POKAL
Robert Lewandowski,Final,2021-08-17,Bor. Dortmund,FC Bayern,1:3,CF,2,0,0,0,0,0,0,88,88,DFL SUPERCUP
Simon Kjaer,Group B,2021-06-12,Denmark,Finland,0:1,CB,0,0,0,0,0,0,0,63,63,EURO 2020
Simon Kjaer,Group B,2021-06-17,Denmark,Belgium,1:2,CB,0,0,0,0,0,0,0,0,90,EURO 2020
Simon Kjaer,Group B,2021-06-21,Russia,Denmark,1:4,CB,0,0,0,0,0,0,0,0,90,EURO 2020
Simon Kjaer,Round of 16,2021-06-26,Wales,Denmark,0:4,CB,0,0,0,0,0,0,0,77,77,EURO 2020
Simon Kjaer,Quarter-Finals,2021-07-03,Czechia,Denmark,1:2,CB,0,0,0,0,0,0,0,0,90,EURO 2020
Simon Kjaer,Semi-Finals,2021-07-07,England,Denmark,2:1  AET,CB,0,0,1,0,0,0,0,0,120,EURO 2020
Simon Kjaer,Group F,2021-03-25,Israel  (50.),Denmark  (10.),0:2,CB,0,0,0,0,0,0,0,0,90,WCQ
Simon Kjaer,Group F,2021-03-28,Denmark  (10.),Moldova  (29.),8:0,CB,0,0,0,0,0,0,77,0,13,WCQ
Simon Kjaer,Group F,2021-03-31,Austria  (14.),Denmark  (1.),0:4,CB,0,0,0,0,0,0,0,0,90,WCQ
Simon Kjaer,Group F,2021-09-01,Denmark  (1.),Scotland  (22.),2:0,CB,0,0,0,0,0,0,0,0,90,WCQ
Simon Kjaer,Group F,2021-09-07,Denmark,Israel,5:0,CB,1,0,0,0,0,0,0,0,90,WCQ
Simon Kjaer,Group F,2021-10-09,Moldova,Denmark,0:4,CB,1,0,0,0,0,0,0,46,45,WCQ
Simon Kjaer,Group F,2021-10-12,Denmark,Austria,1:0,CB,0,0,0,0,0,0,0,0,90,WCQ
Simon Kjaer,last 16 1st leg,2021-03-11,Man Utd  (39.),AC Milan  (11.),1:1,CB,1,0,0,0,0,0,0,0,90,EUROPA LEAGUE
Simon Kjaer,last 16 2nd leg,2021-03-18,AC Milan  (10.),Man Utd  (36.),0:1,CB,0,0,0,1,0,0,0,0,90,EUROPA LEAGUE
Simon Kjaer,3,2021-06-02,Germany,Denmark,1:1,CB,0,0,0,0,0,0,0,80,80,INT FRIENDLY
Simon Kjaer,22,2021-06-06,Denmark,Bosnia,2:0,CB,0,0,0,0,0,0,0,46,45,INT FRIENDLY
Simon Kjaer,15,2021-01-03,Benevento  (10.),AC Milan  (1.),0:2,CB,0,0,0,0,0,0,0,81,81,SERIE A
Simon Kjaer,16,2021-01-06,AC Milan  (1.),Juventus  (3.),1:3,CB,0,0,0,0,0,0,0,81,81,SERIE A
Simon Kjaer,17,2021-01-09,AC Milan  (1.),Torino  (17.),2:0,CB,0,0,0,0,0,0,0,0,90,SERIE A
Simon Kjaer,18,2021-01-18,Cagliari Calcio  (16.),AC Milan  (1.),0:2,CB,0,0,0,0,0,0,0,46,45,SERIE A
Simon Kjaer,19,2021-01-23,AC Milan  (1.),Atalanta BC  (6.),0:3,CB,0,0,0,0,0,0,0,0,90,SERIE A
Simon Kjaer,22,2021-02-13,Spezia Calcio  (16.),AC Milan  (1.),2:0,CB,0,0,0,0,0,0,0,65,65,SERIE A
Simon Kjaer,23,2021-02-21,AC Milan  (2.),Inter  (1.),0:3,CB,0,0,0,1,0,0,0,0,90,SERIE A
Simon Kjaer,24,2021-02-28,AS Roma  (4.),AC Milan  (2.),1:2,CB,0,0,0,0,0,0,0,0,90,SERIE A
Simon Kjaer,25,2021-03-03,AC Milan  (2.),Udinese Calcio  (11.),1:1,CB,0,0,0,0,0,0,0,0,90,SERIE A
Simon Kjaer,28,2021-03-21,Fiorentina  (13.),AC Milan  (3.),2:3,CB,0,2,0,0,0,0,0,0,90,SERIE A
Simon Kjaer,29,2021-04-03,AC Milan  (2.),Sampdoria  (10.),1:1,CB,0,0,0,0,0,0,0,0,90,SERIE A
Simon Kjaer,30,2021-04-10,Parma  (19.),AC Milan  (2.),1:3,CB,0,0,0,0,0,0,0,0,90,SERIE A
Simon Kjaer,31,2021-04-18,AC Milan  (2.),Genoa  (13.),2:1,CB,0,0,0,0,0,0,0,0,90,SERIE A
Simon Kjaer,32,2021-04-21,AC Milan  (2.),Sassuolo  (8.),1:2,CB,0,0,0,0,0,0,0,0,90,SERIE A
Simon Kjaer,33,2021-04-26,Lazio  (6.),AC Milan  (2.),3:0,CB,0,0,0,0,0,0,0,73,73,SERIE A
Simon Kjaer,35,2021-05-09,Juventus  (3.),AC Milan  (4.),0:3,CB,0,0,0,0,0,0,0,0,90,SERIE A
Simon Kjaer,36,2021-05-12,Torino  (14.),AC Milan  (3.),0:7,CB,0,0,0,0,0,0,0,0,90,SERIE A
Simon Kjaer,37,2021-05-16,AC Milan  (3.),Cagliari Calcio  (15.),0:0,CB,0,0,0,1,0,0,0,0,90,SERIE A
Simon Kjaer,38,2021-05-23,Atalanta BC  (2.),AC Milan  (3.),0:2,CB,0,0,0,0,0,0,0,0,90,SERIE A
Simon Kjaer,1,2021-08-23,Sampdoria  (16.),AC Milan  (8.),0:1,CB,0,0,0,1,0,0,0,0,90,SERIE A
Simon Kjaer,2,2021-08-29,AC Milan  (8.),Cagliari Calcio  (12.),4:1,CB,0,0,0,0,0,0,0,0,90,SERIE A
Simon Kjaer,4,2021-09-19,Juventus  (16.),AC Milan  (2.),1:1,CB,0,0,0,0,0,0,0,35,35,SERIE A
Simon Kjaer,7,2021-10-03,Atalanta BC  (7.),AC Milan  (2.),2:3,CB,0,0,0,0,0,0,0,0,90,SERIE A
Simon Kjaer,9,2021-10-23,Bologna  (8.),AC Milan  (2.),2:4,CB,0,0,0,0,0,0,0,0,90,SERIE A
Simon Kjaer,10,2021-10-26,AC Milan  (2.),Torino  (12.),1:0,CB,0,0,0,0,0,0,46,0,45,SERIE A
Simon Kjaer,11,2021-10-31,AS Roma  (4.),AC Milan  (2.),1:2,CB,0,0,0,0,0,0,0,0,90,SERIE A
Simon Kjaer,12,2021-11-07,AC Milan  (2.),Inter  (3.),1:1,CB,0,0,0,0,0,0,0,0,90,SERIE A
Simon Kjaer,Quarter-Finals,2021-01-26,Inter,AC Milan,2:1,CB,0,0,0,1,0,0,0,20,20,ITALY CUP
Simon Kjaer,Group B,2021-09-15,Liverpool,AC Milan,3:2,CB,0,0,0,0,0,0,0,0,90,UEFA CHAMPIONS LEAGUE
Simon Kjaer,Group B,2021-10-19,FC Porto,AC Milan,1:0,CB,0,0,0,0,0,0,0,0,90,UEFA CHAMPIONS LEAGUE
Mohamed Salah,last 16 1st leg,2021-02-16,RB Leipzig,Liverpool,0:2,RW,1,0,0,0,0,0,0,90,90,UEFA CHAMPIONS LEAGUE
Mohamed Salah,last 16 2nd leg,2021-03-10,Liverpool,RB Leipzig,2:0,RW,1,0,0,0,0,0,0,0,90,UEFA CHAMPIONS LEAGUE
Mohamed Salah,Quarter-Finals 1st leg,2021-04-06,Real Madrid,Liverpool,3:1,RW,1,0,0,0,0,0,0,0,90,UEFA CHAMPIONS LEAGUE
Mohamed Salah,Quarter-Finals 2nd leg,2021-04-14,Liverpool,Real Madrid,0:0,RW,0,0,0,0,0,0,0,0,90,UEFA CHAMPIONS LEAGUE
Mohamed Salah,Group B,2021-09-15,Liverpool,AC Milan,3:2,RW,1,0,0,0,0,0,0,84,84,UEFA CHAMPIONS LEAGUE
Mohamed Salah,Group B,2021-09-28,FC Porto,Liverpool,1:5,RW,2,0,0,0,0,0,0,67,67,UEFA CHAMPIONS LEAGUE
Mohamed Salah,Group B,2021-10-19,Atlético Madrid,Liverpool,2:3,RW,2,0,0,0,0,0,0,90,90,UEFA CHAMPIONS LEAGUE
Mohamed Salah,Group B,2021-11-03,Liverpool,Atlético Madrid,2:0,RW,0,0,0,0,0,0,0,0,90,UEFA CHAMPIONS LEAGUE
Mohamed Salah,17,2021-01-04,Southampton  (9.),Liverpool  (1.),1:0,RW,0,0,0,0,0,0,0,0,90,PREMIER LEAGUE
Mohamed Salah,19,2021-01-17,Liverpool  (5.),Man Utd  (1.),0:0,RW,0,0,0,0,0,0,0,0,90,PREMIER LEAGUE
Mohamed Salah,18,2021-01-21,Liverpool  (3.),Burnley  (16.),0:1,RW,0,0,0,0,0,0,57,0,33,PREMIER LEAGUE
Mohamed Salah,20,2021-01-28,Spurs  (4.),Liverpool  (5.),1:3,RW,0,0,0,0,0,0,0,0,90,PREMIER LEAGUE
Mohamed Salah,21,2021-01-31,West Ham  (6.),Liverpool  (4.),1:3,CF,2,0,0,0,0,0,0,0,90,PREMIER LEAGUE
Mohamed Salah,22,2021-02-03,Liverpool  (3.),Brighton  (17.),0:1,RW,0,0,0,0,0,0,0,0,90,PREMIER LEAGUE
Mohamed Salah,23,2021-02-07,Liverpool  (4.),Man City  (1.),1:4,RW,1,0,0,0,0,0,0,0,90,PREMIER LEAGUE
Mohamed Salah,24,2021-02-13,Leicester  (3.),Liverpool  (4.),3:1,RW,1,0,0,0,0,0,0,0,90,PREMIER LEAGUE
Mohamed Salah,25,2021-02-20,Liverpool  (6.),Everton  (8.),0:2,RW,0,0,0,0,0,0,0,0,90,PREMIER LEAGUE
Mohamed Salah,26,2021-02-28,Sheff Utd  (20.),Liverpool  (7.),0:2,RW,0,0,0,0,0,0,0,0,90,PREMIER LEAGUE
Mohamed Salah,29,2021-03-04,Liverpool  (6.),Chelsea  (4.),0:1,RW,0,0,0,0,0,0,0,62,62,PREMIER LEAGUE
Mohamed Salah,27,2021-03-07,Liverpool  (7.),Fulham  (18.),0:1,CF,0,0,0,0,0,0,0,0,90,PREMIER LEAGUE
Mohamed Salah,28,2021-03-15,Wolves  (12.),Liverpool  (8.),0:1,RW,0,0,0,0,0,0,0,0,90,PREMIER LEAGUE
Mohamed Salah,30,2021-04-03,Arsenal  (10.),Liverpool  (8.),0:3,RW,1,0,0,0,0,0,0,0,90,PREMIER LEAGUE
Mohamed Salah,31,2021-04-10,Liverpool  (7.),Aston Villa  (9.),2:1,RW,1,0,0,0,0,0,0,0,90,PREMIER LEAGUE
Mohamed Salah,32,2021-04-19,Leeds  (11.),Liverpool  (6.),1:1,RW,0,0,0,0,0,0,71,0,19,PREMIER LEAGUE
Mohamed Salah,33,2021-04-24,Liverpool  (6.),Newcastle  (15.),1:1,RW,1,0,0,0,0,0,0,0,90,PREMIER LEAGUE
Mohamed Salah,35,2021-05-08,Liverpool  (6.),Southampton  (13.),2:0,RW,0,1,0,0,0,0,0,87,87,PREMIER LEAGUE
Mohamed Salah,34,2021-05-13,Man Utd  (2.),Liverpool  (6.),2:4,RW,1,0,0,0,0,0,0,90,90,PREMIER LEAGUE
Mohamed Salah,36,2021-05-16,West Brom  (19.),Liverpool  (5.),1:2,RW,1,0,0,0,0,0,0,0,90,PREMIER LEAGUE
Mohamed Salah,37,2021-05-19,Burnley  (15.),Liverpool  (5.),0:3,RW,0,0,0,0,0,0,0,0,90,PREMIER LEAGUE
Mohamed Salah,38,2021-05-23,Liverpool  (4.),Crystal Palace  (13.),2:0,RW,0,1,0,0,0,0,0,0,90,PREMIER LEAGUE
Mohamed Salah,1,2021-08-14,Norwich  (19.),Liverpool  (3.),0:3,RW,1,2,0,0,0,0,0,0,90,PREMIER LEAGUE
Mohamed Salah,2,2021-08-21,Liverpool  (3.),Burnley  (12.),2:0,RW,0,0,0,0,0,0,0,0,90,PREMIER LEAGUE
Mohamed Salah,3,2021-08-28,Liverpool  (3.),Chelsea  (2.),1:1,RW,1,0,0,0,0,0,0,0,90,PREMIER LEAGUE
Mohamed Salah,4,2021-09-12,Leeds  (15.),Liverpool  (5.),0:3,RW,1,0,0,0,0,0,0,0,90,PREMIER LEAGUE
Mohamed Salah,5,2021-09-18,Liverpool  (3.),Crystal Palace  (11.),3:0,RW,1,0,0,1,0,0,0,0,90,PREMIER LEAGUE
Mohamed Salah,6,2021-09-25,Brentford  (9.),Liverpool  (2.),3:3,RW,1,0,0,0,0,0,0,0,90,PREMIER LEAGUE
Mohamed Salah,7,2021-10-03,Liverpool  (1.),Man City  (2.),2:2,RW,1,1,0,0,0,0,0,0,90,PREMIER LEAGUE
Mohamed Salah,8,2021-10-16,Watford  (15.),Liverpool  (2.),0:5,RW,1,1,0,0,0,0,0,0,90,PREMIER LEAGUE
Mohamed Salah,9,2021-10-24,Man Utd  (6.),Liverpool  (2.),0:5,RW,3,1,0,0,0,0,0,0,90,PREMIER LEAGUE
Mohamed Salah,10,2021-10-30,Liverpool  (2.),Brighton  (5.),2:2,RW,0,1,0,0,0,0,0,0,90,PREMIER LEAGUE
Mohamed Salah,11,2021-11-07,West Ham  (4.),Liverpool  (2.),3:2,RW,0,0,0,0,0,0,0,0,90,PREMIER LEAGUE
Mohamed Salah,Third Round,2021-01-08,Aston Villa,Liverpool,1:4,RW,1,0,0,0,0,0,0,74,74,FA CUP
Mohamed Salah,Fourth Round,2021-01-24,Man Utd,Liverpool,3:2,RW,2,0,0,0,0,0,0,0,90,FA CUP
Erling Haaland,14,2021-01-03,Bor. Dortmund  (5.),VfL Wolfsburg  (4.),2:0,CF,0,0,0,1,0,0,0,81,3,BUNDESLIGA
Erling Haaland,15,2021-01-09,RB Leipzig  (2.),Bor. Dortmund  (4.),1:3,CF,2,0,0,0,0,0,0,0,1,BUNDESLIGA
Erling Haaland,16,2021-01-16,Bor. Dortmund  (4.),1.FSV Mainz 05  (18.),1:1,CF,0,0,0,0,0,0,0,0,4,BUNDESLIGA
Erling Haaland,17,2021-01-19,Bay. Leverkusen  (3.),Bor. Dortmund  (4.),2:1,CF,0,0,0,0,0,0,0,0,4,BUNDESLIGA
Erling Haaland,18,2021-01-22,Bor. M'gladbach  (7.),Bor. Dortmund  (4.),4:2,CF,2,0,0,0,0,0,0,0,2,BUNDESLIGA
Erling Haaland,19,2021-01-30,Bor. Dortmund  (7.),FC Augsburg  (12.),3:1,CF,0,1,1,0,0,0,0,0,2,BUNDESLIGA
Erling Haaland,20,2021-02-06,SC Freiburg  (9.),Bor. Dortmund  (6.),2:1,CF,0,1,0,0,0,0,0,0,3,BUNDESLIGA
Erling Haaland,21,2021-02-13,Bor. Dortmund  (6.),TSG Hoffenheim  (12.),2:2,CF,1,0,0,0,0,0,0,0,2,BUNDESLIGA
Erling Haaland,22,2021-02-20,FC Schalke 04  (18.),Bor. Dortmund  (6.),0:4,CF,2,0,0,0,0,0,0,0,1,BUNDESLIGA
Erling Haaland,23,2021-02-27,Bor. Dortmund  (6.),Arm. Bielefeld  (16.),3:0,CF,0,1,0,0,0,0,0,0,2,BUNDESLIGA
Erling Haaland,24,2021-03-06,FC Bayern   (1.),Bor. Dortmund  (5.),4:2,CF,2,0,0,0,0,0,0,60,1,BUNDESLIGA
Erling Haaland,25,2021-03-13,Bor. Dortmund  (6.),Hertha BSC  (15.),2:0,CF,0,0,0,0,0,0,0,0,3,BUNDESLIGA
Erling Haaland,26,2021-03-20,1. FC Köln  (14.),Bor. Dortmund  (5.),2:2,CF,2,0,0,0,0,0,0,0,2,BUNDESLIGA
Erling Haaland,27,2021-04-03,Bor. Dortmund  (5.),E. Frankfurt  (4.),1:2,CF,0,0,0,0,0,0,0,0,4,BUNDESLIGA
Erling Haaland,28,2021-04-10,VfB Stuttgart  (8.),Bor. Dortmund  (5.),2:3,CF,0,1,0,0,0,0,0,0,3,BUNDESLIGA
Erling Haaland,29,2021-04-18,Bor. Dortmund  (5.),Werder Bremen  (13.),4:1,CF,2,0,0,0,0,0,0,88,2,BUNDESLIGA
Erling Haaland,30,2021-04-21,Bor. Dortmund  (5.),Union Berlin  (8.),2:0,CF,0,1,0,0,0,0,0,0,3,BUNDESLIGA
Erling Haaland,31,2021-04-24,VfL Wolfsburg  (3.),Bor. Dortmund  (5.),0:2,CF,2,0,0,0,0,0,0,0,1,BUNDESLIGA
Erling Haaland,33,2021-05-16,1.FSV Mainz 05  (12.),Bor. Dortmund  (4.),1:3,CF,0,1,0,0,0,0,0,0,2,BUNDESLIGA
